"Translation Info:
#---------------------------
28,2,21,"Эй одамлар, сизларни ва сизлардан олдингиларни яратган Парвардигорингизга ибодат қилинглар. Шоядки, тақво қилсангизлар.",""
29,2,22,"(Парвардигорингиз)ки, сизлар учун ерни қароргоҳ, осмонни том қилиб қўйди ва осмондан сув тушириб, унинг ёрдамида сизларга ризқ бўлиши учун мевалар чиқарди. Бас, билиб туриб ўзгаларни Аллоҳга тенглаштирманг.",""
30,2,23,"Бандамизга туширган нарсамизга шак-шубҳангиз бўлса, унга ўхшаш бир сурани келтиринг ва рост айтаётган бўлсангиз, Аллоҳдан ўзга гувоҳларингизни чақиринг.",""
31,2,24,"Агар қилолмасангизлар, ҳеч қачон қилолмайсизлар ҳам, ёқилғиси одамлар ва тош бўлган, кофирлар учун тайёрланган ўтдан қўрқинглар.",""
32,2,25,"Иймон келтириб, яхши амаллар қилган зотларга хушхабар берингки, улар учун остларидан дарёлар оқиб турувчи боғлар бор. Қачон уларнинг бирор мевасидан баҳраманд бўлсалар, илгари ҳам бизга худди шунақаси берилганди, дейишади. (Чунки) уларга бир-бирига ўхшаш мевалар берилган (бўлади). Уларга у ерда покиза жуфтлар бор ва улар у ерда абадий қолурлар.",""
33,2,26,"Аллоҳ чивин ёки ундан-да ҳақир нарсалар ҳақида масал айтишдан ҳеч тортинмайди. Иймонли кишилар унинг ҳақиқатан Парвардигорлари тарафидан эканини биладилар. Кофирлар эса: «Буни мисол қилиш билан Аллоҳ нима демоқчи?» — дейдилар. Бу масал билан (Аллоҳ) кўпларни адаштиради ва кўпларни ҳақ йўлга ҳидоят қилади. Бу масал билан фақат фосиқ кимсаларнигина адаштиради.",""
34,2,27,"(Фосиқлар)ки, Аллоҳ билан боғланган аҳдни бузадилар, боғланишига буюрган нарсаларини узадилар ва ер юзида бузғунчилик қиладилар. Улар, шубҳасиз, зиён кўргувчилардир.",""
35,2,28,"Аллоҳни қандай инкор қиласиз? Ҳолбуки, жонсиз эдингиз, У сизга жон берди. Кейин жонингизни яна олади. Кейин яна тирилтиради. Кейин эса У Зотга қайтариласиз.",""
36,2,29,"У шундай зотки, сиз учун ердаги барча нарсани яратди. Сўнгра самога юзланди-да, уларни етти осмон қилиб тиклади. У ҳамма нарсани Билгувчидир.",""
37,2,30,"Эсланг! Парвардигорингиз фаришталарга: «Мен заминга бир халифа қиламан», деганида, улар: «У ерда бузғунчилик қиладиган, ноҳақ қонлар тўкадиган (инсонни) халифа қиласанми, биз Сени улуғлаб, Сенга тасбеҳ, ҳамд айтяпмиз-ку», дейишди. Шунда Аллоҳ: «Мен сизлар билмаган нарсаларни биламан», деди.",""
38,2,31,"Одамга ҳамма номларни ўргатиб, уларни фаришталарга рўбарў қилди-да, гапларингиз рост бўлса, шуларнинг номларини Менга айтиб беринглар-чи, деди.",""
39,2,32,"Дедилар: «Пок Парвардигоро, бизда Ўзинг ўргатганингдан бошқа илм йўқ, ҳамма нарсани билгувчи ҳар ишни ҳикмат билан қилгувчи Ўзингсан».",""
40,2,33,"Аллоҳ: «Эй Одам, уларга бу нарсаларнинг номларини айтиб бер», деди. Одам уларнинг номларини айтиб бергач, (Аллоҳ фаришталарга): «Сизларга еру осмонларнинг сирларини ва сизлар ошкор қилган нарсаларни ҳам, яширган ишларни ҳам биламан, демаганмидим», деди.",""
41,2,34,"Эсланг! Биз фаришталарга: «Одамга сажда қилинг», деганимиз заҳоти сажда қилдилар. Фақат Иблис бош тортиб ва кибр қилиб, кофирлардан бўлди.",""
42,2,35,"«Эй Одам, жуфтинг ила жаннатда тураверинглар ва ундан истаганингларча бемалол тановул қилаверинглар, фақат мана бу дарахтга яқинлашманглар, (яқинлашсангизлар), золимлардан бўлиб қоласизлар», – дедик.",""
43,2,36,"Бас, уларни шайтон йўлдан оздириб, турган жойларидан чиқарди. Шунда: «Тушинглар, энди бир-бирингизга душмансиз ва маълум муддат ерни маскан тутиб яшайсиз», дедик.",""
44,2,37,"Бас, Одам Парвардигоридан сўзлар қабул қилиб олди ва Аллоҳ уни кечирди. Албатта, У тавбаларни қабул қиладиган меҳрибон Зотдир.",""
45,2,38,"Дедик: «У жойдан (жаннатдан) ҳаммангиз тушинглар. Бас, сизларга Мен тарафдан ҳидоят келганида, ҳидоятимга эргашган кишиларга хавфу хатар йўқ ва улар ғамгин бўлмайдилар».",""
46,2,39,"Куфр келтириб, оятларимизни ёлғон деган кимсалар эса дўзах эгалари бўлиб, унда абадий қолажаклар.",""
47,2,40,"Эй Бани Исроил, сизга берган неъматларимни эсланг ва Менга берган аҳдингизга вафо қилинг. Мен ҳам сизга берган аҳдимга вафо қилурман. Ва Мендангина қўрқинг!",""
48,2,41,"Ва сиздаги нарсани тасдиқловчи қилиб туширган нарсамга иймон келтиринг! Унга биринчи куфр келтирувчи бўлманг! Менинг оятларимни оз баҳога сотманг ва Мендангина қўрқинг!",""
49,2,42,"Ҳақни ботилга аралаштирманг ва ўзингиз билиб туриб ҳақни яширманг!",""
50,2,43,"Намозни тўкис адо этинг, закот беринг ва руку қилувчилар билан бирга руку қилинг!",""
51,2,44,"Одамларни яхшиликка чорлаб туриб, ўзингизни унутасизми?! Ҳолбуки, китобни тиловат қиляпсиз-ку. Ақлни ишлатмайсизми?!",""
52,2,45,"Сабр ва намоз ила ёрдам сўранг! Ва, албатта, у нафси синиқлардан бошқаларга жуда оғир ишдир.",""
53,2,46,"(Нафси синиқлар)ки, Парвардигорларига рўбарў бўлишларини ва, албатта, У Зотга қайтажакларини биладилар.",""
54,2,47,"Эй Бани Исроил, сизга берган неъматларимни ва Мен сизларни оламлардан афзал қилиб қўйганимни эсланг!",""
55,2,48,"Биров биров томонидан ҳеч нарса ўтай олмайдиган, ҳеч кимдан оқлов қабул қилинмайдиган, (гуноҳлари учун) бадал олинмайдиган ва ёрдам ҳам берилмайдиган Кундан қўрқинглар!",""
56,2,49,"Сизларни оғир азоблар билан қийнаган, ўғилларингизни сўйиб, қизларингизни тирик қолдирган Фиръавн одамларидан қутқарганимизни эсланглар. Ўша ишларда Парвардигорингиз томонидан буюк синов бўлганди.",""
57,2,50,"Денгизни ёриб, сизларни қутқариб, кўз ўнгингизда Фиръавн одамларини ғарқ қилганимизни эсланглар.",""
58,2,51,"Мусо билан қирқ кечага ваъдалашганимиз, у (Бизнинг ҳузуримизга) кетганидан кейин сизлар ўзингизга зулм қилиб, бузоққа ибодат қилганингизни эсланглар.",""
59,2,52,"Ўшандан кейин сизни афв этдик. Шоядки, шукр қилсангиз.",""
60,2,53,"Шоядки, ҳидоят топсангиз деб, Мусога китобни ва Фурқонни (Тавротни) берганимизни эсланг!",""
61,2,54,"Мусонинг ўз қавмига айтган гапларини эсланг: «Қавмим, сизлар бузоққа ибодат қилиш билан ўз жонингизга жабр қилдингиз. Энди ўзингизни (бир-бирингизни) ўлдириш билан сизни бор қилган Зотга тавба қиласиз. Бор қилгувчи Зот наздида мана шу (қатл) сизлар учун хайрлироқдир». Бас, Аллоҳ таоло тавбангизни қабул қилди, албатта, У Кечиримли, Раҳмлидир.",""
62,2,55,"«Эй Мусо, Аллоҳни очиқ-равшан кўрмагунимизча, сенга ишонмаймиз», дейишингиз билан қараб турган ҳолингизда сизларни яшин урганини эсланг.",""
63,2,56,"Сўнгра шоядки, шукр қилсангизлар деб, ўлганингиздан кейин тирилтирдик.",""
64,2,57,"Кейин булутни устингизга соябон қилдик ва осмондан ширинлик ҳамда беданалар ёғдириб: «Сизларга ризқ қилиб берган пок нарсалардан енглар», (дедик). (Бани Исроил) Бизга зулм қилмадилар, балки ўзларига зулм қилгувчи бўлдилар.",""
65,2,58,"«Ушбу шаҳарга (Қуддусга) киринглар-да, ундан хоҳлаган жойларингизда еб-ичинглар. Дарвозадан сажда қилган ҳолингизда киринглар ва «афв эт» денглар, Биз хатоларингизни мағфират қиламиз ва яхшилик эгаларига зиёда неъматлар ато қиламиз», деганимизни эсланглар.",""
66,2,59,"Бас, зулм қилганлар уларга айтилган сўзни бошқасига алмаштирдилар. Биз зулм қилганларга фисқ қилаётганлари учун осмондан азоб туширдик.",""
67,2,60,"Эсланг (эй Бани Исроил), Мусо ўз қавми учун сув тилаганида: «Асоингни тошга ургин», дедик. Бас, ундан ўн икки чашма отилиб чиқди — ҳар бир қабилага (улар ўн икки уруғ эдилар) ўз суви маълум бўлди. «Аллоҳ берган ризқдан еб-ичинглар, Ер юзида бузғунчилик жиноятларини қилманглар».",""
68,2,61,"Эсланг: «Эй Мусо, бир хил таомга ҳеч қаноат қила олмаяпмиз. Парвардигорингга дуо қил, бизга Ерда униб-ўсадиган сабзавотлардан: бодринг, саримсоқ, ясмиқ, пиёзга ўхшаган ўсимликлардан чиқариб берсин», деганингизда, у: «Яхши нарсани паст нарсага алмаштиришни истайсизларми?! Қайси шаҳарга тушсангизлар сўраган нарсаларингиз турибди-ку?» - деди. (Ношукрликлари сабаб) уларга хорлик ва мискинлик ёзиб қўйилди ва Аллоҳнинг ғазабига дучор бўлдилар. Бунга сабаб уларнинг Аллоҳ оятларини инкор қилганлари ва Пайғамбарларни ноҳақ қатл қилганларидир. Бунга сабаб итоат қилмай тажовузкор бўлганларидир.",""
69,2,62,"Албатта, иймон келтирганлар, яҳудий бўлганлар, насоролар ва собиийлардан қайсилари Аллоҳга ва Қиёмат кунига иймон келтирса ва яхши амалларни қилса, ўшаларга Парвардигорлари ҳузурида ажрлар бордир. Уларга хавф йўқ ва улар хафа ҳам бўлмаслар.",""
70,2,63,"Аҳду паймонларингизни олганимизни ва устингизга Турни кўтарганимизни, «Биз сизга берган нарсани қувват билан олинг ва ундаги нарсани эсланг, шоядки, тақводор бўлсангиз», (деганимизни) эсланг.",""
71,2,64,"Сўнгра, ўшандан кейин юз ўгирдингиз. Сизга Аллоҳнинг фазли бўлмаганида, албатта, ютқазганлардан бўлардингиз.",""
72,2,65,"Орангиздан Шанба кунида ҳаддан ошган кимсаларни билдингиз. Бас, Биз уларга: «Бадбахт маймунларга айланингиз!» - дедик.",""
73,2,66,"Биз бу қишлоқни ўша вақт ва кейинги даврлар учун ибрат, тақволи кишилар учун ваъз-насиҳат қилдик.",""
74,2,67,"Мусо ўз қавмига: «Аллоҳ сизга сигир сўймоқни буюрмоқда», деганини эсланг. Улар: «Бизни масхара қиляпсанми?» – дедилар. У: «Жоҳиллардан бўлишимдан Аллоҳдан паноҳ сўрайман», – деди.",""
75,2,68,"Улар дедилар: «Парвардигорингга дуо қил, унинг қандайлигини баён қилсин». (Мусо) деди: «У зотнинг айтишича, у қари ҳам, ёш ғунажин ҳам бўлмаган ўрта бир сигирдир. Энди фармонни бажаринглар!»",""
76,2,69,"Улар: «Парвардигорингга дуо қил, унинг рангини баён қилиб берсин», дедилар. У: «У Зот, ранги сап-сариқ, қараганларни хурсанд қиладиган сигир, деяпти», – деди.",""
77,2,70,"Улар: «Парвардигорингга дуо қил, унинг қандай эканини бизга баён қилиб берсин, сигир бизга ноаниқ бўлиб қолди, биз, иншооллоҳ, албатта, ҳидоят топувчимиз», – дедилар.",""
78,2,71,"У: «У Зот, у минилмаган, ер ҳайдаш, экин суғоришда ишлатилмаган, айблардан саломат, аралашган ранги йўқ сигир, деяпти», – деди. Улар: «Ана энди ҳақни келтирдинг», – дедилар. Бас, уни сўйдилар. Сал бўлмаса, бу ишнинг уддасидан чиқа олмай қолардилар.",""
79,2,72,"Эсланг (эй Бани Исроил), бир жонни ўлдириб қўйиб, унинг қотили ким экани ҳақида жанжаллашиб қолгандингиз. Аллоҳ яширган нарсаларингизни юзага чиқаргувчидир.",""
80,2,73,"Шунда биз: «Уни (мақтулни) сўйилган сигирнинг бир бўлаги билан уринглар», дегандик. Аллоҳ ўликларни шу тариқа тирилтиради ва сизларга фикр қилишингиз учун ўз оятларини кўрсатади.",""
81,2,74,"Сўнгра — шундан кейин ҳам дилларингиз қотди. Бас, у тош кабидир ёки ундан-да қаттиқроқдир. Зеро, шундай тошлар борки, улардан дарёлар отилиб чиқади, яна шундайлари борки, ёрилиб, ичидан сув чиқади, яна шундайлари ҳам борки, Аллоҳдан қўрққанидан пастга қулайди. Аллоҳ қилаётган амалларингдан ғофил эмасдир.",""
82,2,75,"Уларнинг иймонга келишларига орзуманд бўласизларми? Ҳолбуки, улардан бир гуруҳи Аллоҳнинг каломини эшитадилар, сўнгра, уни англаб етганларидан кейин билиб туриб ўзгартирадилар.",""
83,2,76,"Улар иймонли кишиларга йўлиққанларида: «Иймон келтирдик», дейдилар. Бир-бировлари билан ёлғиз қолганларида эса: «Уларга (мусулмонларга) Аллоҳ сизларга очган нарса ҳақида гапиряпсизларми? Ўша ҳужжат билан Парвардигорингизнинг ҳузурида ҳужжатлашишлари учун-а? Ақлингизни ишлатмайсизми?» - дейишади.",""
84,2,77,"Аллоҳ уларнинг сир тутгану ошкор қилган нарсаларини аниқ билишини англамайдиларми?",""
85,2,78,"Уларнинг ичида китобдан бехабар, хомхаёлдан бошқани билмайдиган омилар бор. Улар фақат гумон қиладилар, холос.",""
86,2,79,"Китобни ўз қўли билан ёзиб, сўнгра уни арзон баҳога сотиш учун: «Бу Аллоҳнинг ҳузуридан», дейдиганларга ҳалокат бўлсин! Уларга қўллари билан ёзган нарсаларидан ҳалокат бўлсин! Уларга топган фойдаларидан ҳалокат бўлсин!",""
87,2,80,"Улар: «Бизга дўзах ўти саноқли кунлардагина тегади», дедилар. Уларга айтинг: «Аллоҳдан аҳду паймон олдингизми — зотан, Аллоҳ ҳаргиз аҳдига хилоф қилмас — ёки Аллоҳ ҳақида билмаган нарсаларингизни айтяпсизми?»",""
88,2,81,"Йўқ! Ким гуноҳ қилса ва уни хатолари ўраб олган бўлса, ана ўшалар дўзах эгаларидир. Улар унда абадий қолурлар!",""
89,2,82,"Иймон келтириб, яхши амаллар қилган зотлар эса жаннат эгалари бўлиб, ўша жойда абадий қолгувчилардир.",""
90,2,83,"«Фақат Аллоҳгагина ибодат қиласизлар, ота-она, қариндош-уруғ, етим ва мискинларга яхшилик қиласизлар, одамларга чиройли сўзлар сўзлангиз ва намозни тўкис адо қилинг, закотни беринг», деб Бани Исроилдан аҳду паймон олганимизни эсланглар. Кейин эса (Эй Бани Исроил,) озгина кишидан ташқари ҳаммангиз юз ўгириб кетдингиз.",""
91,2,84,"«Бир-бирингизнинг қонларингизни тўкмайсиз ва диёрингиздан ҳайдамайсиз», деб сизлардан аҳду паймон олганимизни эсланг. Сўнгра гувоҳлик бериб туриб иқрор бўлдингиз.",""
92,2,85,"Кейин сиз ўзингизни ўзингиз ўлдиряпсиз ва бир гуруҳингизни диёридан ҳайдаяпсиз ҳамда уларга қарши гуноҳ ва душманлик йўлида ёрдам беряпсиз! Агар улар асир бўлсалар, тўлов эвазига қутқариб оляпсиз! Ҳолбуки, диёрдан ҳайдаш сизлар учун ҳаром эди! Ёки китобнинг баъзисига иймон келтириб, баъзисига куфр келтирасизми?! Сизлардан ўшандоқ қилганларнинг жазоси бу дунёда фақат расво бўлиш, Қиёмат кунида эса энг шиддатли азобга қайтарилурлар. Аллоҳ қилаётган ишларингиздан ғофил эмас.",""
93,2,86,"Ана ўшалар дунё ҳаётини охиратга сотиб олганлардир. Улардан азоб енгиллатилмас ва уларга ёрдам ҳам берилмас!",""
94,2,87,"Албатта, Биз Мусога китобни бердик ва унинг ортидан пайғамбарларни кетма-кет юбордик. Ийсо ибн Марямга ҳужжатларни бердик ва уни Руҳул-қудс билан қўлладик. Ҳар қачон Пайғамбар сизнинг ҳавойи нафсингизга ёқмайдиган нарса келтирса, мутакаббирлик қилиб, баъзиларини ёлғончига чиқариб, баъзиларини ўлдираверасизми?!",""
95,2,88,"Улар: «Қалбимиз қулфланган», дедилар. Йўқ, ундай эмас, куфрлари сабабли Аллоҳ уларни лаънатлаган. Бас, озгинагина иймон келтирурлар.",""
96,2,89,"Қачонки уларга Аллоҳнинг ҳузуридан ўзларида бор нарсани (Тавротни) тасдиқ этувчи китоб келганда — ҳолбуки, илгари кофирларга қарши ўша китобдан ёрдам кутардилар — бас, қачонки уларга ўзлари билган нарса келганда унга кофир бўлдилар. Кофирларга Аллоҳнинг лаънати бўлгай!",""
97,2,90,"Аллоҳ истаган бандасига Ўз фазли ила (ваҳий) юборишига қарши чиқиб, Аллоҳ нозил қилган нарсага кофир бўлишлари сабабли улар ўзларини нақадар ярамас нарсага сотдилар. Бас, ғазаб устига ғазаб билан қайтдилар. Кофирлар учун хор қилувчи азоб бордир.",""
98,2,91,"Қачон уларга: «Аллоҳ нозил қилган нарсага иймон келтиринглар», дейилса, «Биз ўзимизга нозил қилинган нарсага иймон келтирамиз», дедилар. Ва ундан кейин келган ўзларидаги нарсани (Тавротни) тасдиқ этувчи ҳақ (китоб)га кофир бўладилар. Айтинг: «Агар мўмин бўлган бўлсангизлар, нима сабабдан илгари Аллоҳнинг пайғамбарларини ўлдирар эдингиз?»",""
99,2,92,"Мусо сизларга очиқ ҳужжатларни келтирди. Сизлар эса ундан кейин ўзингизга зулм қилиб, бузоққа сиғиндингиз.",""
100,2,93,"Эсланг (эй Бани Исроил), биз аҳду паймонингизни олгач, устингизда Тур тоғини кўтариб туриб: «Келтирган нарсамизни (динимизни) маҳкам ушланглар ва қулоқ солинглар», деганимизда, «Эшитдик ва бўйсунмадик», дедилар. Кофирликлари сабаб кўнгиллари фақат бузоққа ибодат қилиш билан тўлди. Айтинг: «Агар сиз мўмин бўлсангиз, иймонингиз сизларни мунча ярамас нарсаларга буюради?»",""
101,2,94,"Айтинг: «Агар Аллоҳнинг ҳузуридаги охират ҳовлиси бошқа одамларсиз холис сизларга бўладиган бўлса, гапингизда ростгўй бўлсангиз, ўлимни орзу қилинглар».",""
102,2,95,"Қилган кирдикорлари сабабли ҳаргиз уни (ўлимни) орзу қилмайдилар. Аллоҳ золимларни Билгувчидир.",""
103,2,96,"Уларнинг ҳатто мушриклардан ҳам яшашга очкўзроқ кишилар эканини кўрасиз, уларнинг айримлари минг йил умр кўришни истайдилар. Ҳолбуки, узун умр уни азобдан узоқлаштирмайди. Ахир Аллоҳ қилаётган амалларини кўриб тургувчидир.",""
104,2,97,"Айтинг: «Ким Жаброилга душман бўлса, (у Аллоҳга душмандир). Зеро, у Аллоҳнинг изни билан қалбингизга ўзидан аввалги китобларни тасдиқ этадиган, мўминларга ҳидоят ва хушхабар бўлган Қуръонни олиб тушди.",""
105,2,98,"Ким Аллоҳга ва Унинг фаришталарига, пайғамбарларига, Жаброил ва Микоилга душман бўлса, бас, албатта, Аллоҳ кофирларга душмандир!»",""
106,2,99,"Ҳақиқатан Биз сизга очиқ-ойдин оятлар нозил қилдик. Уларга фақат фосиқларгина кофир бўладилар.",""
107,2,100,"Ҳар қачон аҳд қилсалар, улардан бир гуруҳи уни бузаверадими?! Йўқ! Уларнинг кўплари иймон келтирмаслар.",""
108,2,101,"Қачон уларга Аллоҳнинг ҳузуридан ўзларидаги нарсани тасдиқ этувчи Пайғамбар келса, китоб (Таврот) берилган кимсалардан бир гуруҳи Аллоҳнинг китобини (Қуръони Каримни) ҳеч нарса билмагандек орқаларига отадилар.",""
109,2,102,"Ва Сулаймон давридаги шайтонлар (жинлар) айтган нарсаларга эргашдилар. Сулаймон куфр келтирмаганди, балки одамларга сеҳр ўргатадиган шайтонлар куфр келтиргандилар. Ва Бобилдаги Ҳорут ва Морут номли фаришталарга туширилган нарсаларга эргашдилар. Ҳолбуки, улар: «Биз фақатгина фитнамиз, бас, (биз айтган нарсаларни қилиб) кофир бўлиб қолма», демасдан туриб ҳеч кимга ҳеч нарса ўргатмас эдилар. Улардан эр-хотиннинг ўртасини бузадиган нарсаларни ўрганадилар. (Лекин) улар (яҳудий сеҳргарлар) сеҳр билан Аллоҳнинг изнисиз ҳеч кимга зарар етказа олмайдилар. Ва ҳеч фойдасиз, билъакс, зарарли нарсаларни ўрганадилар. Ахир (Аллоҳнинг китоби эвазига сеҳрни) сотиб олган кимсаларга Охиратда ҳеч қандай насиба йўқ эканини билган эдилар-ку. Жонларини нақадар ёмон нарсага сотганларини билсалар эди!",""
110,2,103,"Иймонга келиб, тақво қилганларида Аллоҳ тарафидан бўладиган савоб, албатта, яхшироқ бўлишини билсалар эди!",""
111,2,104,"Эй мўминлар, «Роъино» деманглар. «Унзурно» денглар ва қулоқ солинглар! Кофирлар учун аламли азоб бор.
(Шарҳ: «Саволимизга жавоб берсангиз қабул қилардик» маъносидаги «Роъино» жумласини яҳудийлар: «Гапираверинг, гапингиз биз учун бир пул!» – деб киноя тарзида айтардилар. «Унзурно» жумласи эса «Гапираверинг, гапларингиз бошимизнинг тожидир» маъносини англатади).",""
112,2,105,"Аҳли китоб ва мушриклардан бўлган кофирлар сизларга Парвардигорингиз тарафидан бир яхшилик туширилишини ёқтирмаслар. Ҳолбуки, Аллоҳ Ўз раҳматини кимга хоҳласа, ўшанга хос қиладир. Аллоҳ улуғ фазл эгасидир.",""
113,2,106,"Бирон оятни бекор қилсак ёки ёдингиздан чиқарсак, ўрнига ундан яхшироғини ёки ўшанинг мислини келтирамиз. Аллоҳ ҳар нарсага Қодир эканини билмадингизми?",""
114,2,107,"Еру осмонлар ёлғиз Аллоҳнинг мулки эканини ва сизлар учун Аллоҳдан ўзга бирон дўст ёки ёрдамчи йўқ эканини билмадингизми?",""
115,2,108,"Ёки илгари Мусодан сўралганидек, Пайғамбарингиздан савол сўрашни хоҳлайсизми?! Ким иймонни куфрга алмаштирса, албатта, тўғри йўлдан адашган бўлур.",""
116,2,109,"Аҳли китоблардан кўплари уларга ҳақ аён бўлганидан кейин, ўзларича ҳасад қилиб, сизларни иймонли бўлганингиздан кейин кофирликка қайтармоқчи бўлурлар. Аллоҳнинг амри келгунча афв этинг, кечиримли бўлинг. Албатта, Аллоҳ ҳар нарсага Қодирдир.",""
117,2,110,"Намозни тўкис адо қилинг ва закотни беринг! Ўзингиз учун нима яхшилик қилган бўлсангиз, уни Аллоҳ ҳузурида топажаксиз. Шубҳасиз, Аллоҳ қилган амалларингизни кўриб тургувчидир.",""
118,2,111,"Ва улар: «Жаннатга яҳудий ёки насронийлардан бошқа ҳеч ким кирмас», дедилар. Бу уларнинг хомхаёлларидир. Айтинг: «Агар ростгўй бўлсангиз, ҳужжатингизни келтиринг».",""
119,2,112,"Йўқ! Ким яхшилик қилган ҳолида юзини Аллоҳга топширса, унга Парвардигори ҳузурида ажр бордир. Уларга хавф йўқ ва улар хафа ҳам бўлмаслар.",""
120,2,113,"Яҳудийлар: «Насронийлар ҳақ устида эмас», дедилар. Насронийлар: «Яҳудийлар ҳақ устида эмас», дедилар. Ҳолбуки, улар китоб тиловат қилурлар. Шунингдек, билмайдиган кимсалар ҳам уларнинг гапига ўхшаш гап айтдилар. Бас, уларнинг ўзаро ихтилоф қилиб ўтган нарсалари ҳақида Аллоҳ Қиёмат кунида ҳакамлик қилади.",""
121,2,114,"Аллоҳнинг масжидларида Унинг исми зикр қилинишини ман этган ва уларни бузишга ҳаракат қилгандан ҳам золимроқ одам борми? Ана ўшалар у жойларга фақат қўрққан ҳолларидагина киришлари керак эди-ку! Уларга бу дунёда хорлик, охиратда эса улуғ азоб бордир!",""
122,2,115,"Машриқ ҳам, мағриб ҳам Аллоҳникидир. Бас, қай тарафга юз бурсангиз, ўша жой Аллоҳнинг тарафидир. Шубҳасиз, Аллоҳ (ҳамма томонни) қамраб олгувчи Билимдондир.",""
