"Translation Info:
#---------------------------
38,2,31,"Und Er lehrte Adam die Namen (der Dinge) allesamt. Hierauf führte Er sie den Engeln vor und sagte dann: „Teilt Mir die Namen dieser mit, wenn ihr wahrhaftig seid!“",""
39,2,32,"Sie sagten: „Preis sei Dir! Wir haben kein Wissen außer dem, was Du uns gelehrt hast. Wahrlich, Du bist ja der Allwissende und Allweise.“",""
40,2,33,"Er sagte: „O Adam, teile ihnen ihre Namen mit!“ Als er ihnen dann ihre Namen mitgeteilt hatte, sagte Er: „Habe Ich euch nicht gesagt, Ich kenne gewiss das Verborgene der Himmel und der Erde, und Ich weiß, was ihr offenlegt und was ihr zu verbergen pflegt?“",""
41,2,34,"Und als Wir zu den Engeln sagten: „Werft euch vor Adam nieder!“ Da warfen sie sich nieder, außer Iblis; er weigerte sich, verhielt sich hochmütig und gehörte zu den Ungläubigen.",""
42,2,35,"Und Wir sagten: „O Adam, bewohne du und deine Gattin den (Paradies)garten, und esst von ihm reichlich, wo immer ihr wollt! Aber naht euch nicht diesem Baum, (denn) sonst gehört ihr zu den Ungerechten!“",""
43,2,36,"Doch Satan ließ sie beide von ihr fallen, und da vertrieb er sie aus dem, worin sie (an Glückseligkeit) gewesen waren. Und Wir sagten: „Geht hinunter! Die einen von euch sind Feinde der anderen. Und auf der Erde sollt ihr Aufenthalt und Nießbrauch auf Zeit haben.“",""
44,2,37,"Da empfing Adam von seinem Herrn Worte, und hierauf nahm Er seine Reue an. Wahrlich, Er ist ja der Reue-Annehmende und Barmherzige.",""
45,2,38,"Wir sagten: „Geht alle hinunter von ihm (also dem Paradiesgarten). Wenn euch nun von Mir Rechtleitung zukommt, dann soll über diejenigen, die Meiner Rechtleitung folgen, keine Furcht kommen, noch sollen sie traurig sein.“",""
46,2,39,"Und diejenigen, die ungläubig sind und Unsere Zeichen für Lüge erklären, das sind die Insassen des (Höllen)feuers. Sie werden ewig darin verweilen.",""
47,2,40,"O Kinder Israils, gedenkt Meiner Gunst, die Ich euch erwiesen habe! Und haltet euren Bund Mir gegenüber, so halte Ich (auch) Meinen Bund euch gegenüber! Und vor Mir (allein) sollt ihr Ehrfurcht haben.",""
48,2,41,"Und glaubt an das, was Ich (als Offenbarung) hinabgesandt habe, das bestätigend, was euch bereits vorliegt. Und seid nicht die ersten, die es verleugnen, und verkauft Meine Zeichen nicht für einen geringen Preis. Und Mich allein sollt ihr fürchten.",""
49,2,42,"Und vertuscht nicht das Wahre mit dem Falschen, und verschweigt nicht die Wahrheit, wo ihr (es) doch wisst!",""
50,2,43,"Und verrichtet das Gebet, entrichtet die Pflichtabgabe und verbeugt euch (im Gebet) mit den sich Verbeugenden!",""
51,2,44,"Ordnet ihr denn den Menschen die Frömmigkeit an, während ihr euch selbst vergesst, wo ihr doch die Schrift lest? Begreift ihr denn nicht?",""
52,2,45,"Und sucht Beistand in der Geduld und im Gebet! Das ist ja gewiss schwer, außer für die (in Demut und Ergebung) Ehrfürchtigen,",""
53,2,46,"die (mit Gewissheit) daran glauben, dass sie ihrem Herrn begegnen werden, und dass sie zu Ihm zurückkehren.",""
54,2,47,"O Kinder Israils, gedenkt Meiner Gunst, die Ich euch erwiesen habe, und dass Ich euch vor den (anderen) Weltenbewohnern bevorzugte.",""
55,2,48,"Und hütet euch vor einem Tag, an dem keine Seele für eine andere Seele etwas übernehmen kann, und von keiner Fürsprache noch Ersatz(leistung) angenommen wird, und sie (auch) nicht unterstützt werden.",""
56,2,49,"Und (gedenkt,) als Wir euch von den Leuten Fir'auns erretteten, die euch eine böse Qual zufügten, indem sie eure Söhne allesamt abschlachteten und (nur) eure Frauen am Leben ließen. Und darin war für euch eine gewaltige Prüfung von eurem Herrn.",""
57,2,50,"Und (gedenkt auch,) als Wir für euch das Meer teilten und euch so retteten und die Leute Fir'auns ertrinken ließen, während ihr zuschautet!",""
58,2,51,"Und (gedenkt,) als Wir Uns mit Musa auf vierzig Nächte verabredeten, ihr (aber) dann das Kalb nach ihm annahmt, womit ihr Ungerechte wart.",""
59,2,52,"Hierauf verziehen Wir euch nach alledem, auf dass ihr dankbar wäret.",""
60,2,53,"Und (gedenkt,) als Wir Musa die Schrift und die Unterscheidung gaben, auf dass ihr rechtgeleitet werdet.",""
61,2,54,"Und (gedenkt,) als Musa zu seinem Volk sagte: „O mein Volk, ihr habt euch fürwahr selbst Unrecht zugefügt, indem ihr euch das Kalb (zum Gegenstand der Anbetung) genommen habt. So bereut vor eurem Erschaffer und tötet sodann einander! Dies ist besser für euch vor eurem Erschaffer! Da nahm Er eure Reue an; Er ist ja der Reue-Annehmende und Barmherzige.“",""
62,2,55,"Und (gedenkt,) als ihr sagtet: „O Musa, wir werden dir nicht eher glauben, bis wir Allah unverhüllt sehen!“ Da überkam euch der Donnerschlag, während ihr zuschautet.",""
63,2,56,"Hierauf erweckten Wir euch nach eurem Tod (erneut zum Leben), auf dass ihr dankbar sein möget.",""
64,2,57,"Und Wir ließen die Wolken euch überschatten und sandten das Manna und die Wachteln auf euch herab: „Esst von den guten Dingen, mit denen Wir euch versorgt haben.“ Und sie fügten nicht Uns Unrecht zu, sondern sich selbst fügten sie Unrecht zu.",""
65,2,58,"Und (gedenkt,) als Wir sagten: „Tretet ein in diese Ortschaft und dann esst, wo immer ihr wollt, reichlich von (dem, was in) ihr (ist). Und tretet, euch niederwerfend, durch das Tor ein und sagt: ‚Hittah‘ (‚Vergebung‘), so vergeben Wir euch eure Verfehlungen. Und Wir werden den Gutes Tuenden noch mehr erweisen.“",""
66,2,59,"Doch da tauschten diejenigen, die Unrecht taten, das Wort gegen ein anderes aus, das ihnen nicht gesagt worden war. Da sandten Wir auf diejenigen, die Unrecht taten, eine Strafe vom Himmel hinab dafür, dass sie zu freveln pflegten.",""
67,2,60,"Und (gedenkt,) als Musa für sein Volk um Wasser bat, da sagten Wir: „Schlag mit deinem Stock auf den Felsen!“ Hierauf entsprangen aus ihm zwölf Quellen. Jede Menschengruppe wusste nun, wo ihre Trinkstelle war. „Esst und trinkt von Allahs Versorgung und richtet auf der Erde nicht unheilstiftend Verderben an!“",""
68,2,61,"Und (gedenkt,) als ihr sagtet: „O Musa, wir werden es nicht aushalten, alleine eine Speise zu haben. So rufe doch für uns deinen Herrn an, Er soll für uns etwas hervorbringen von dem, was die Erde wachsen lässt an Grünzeug, Gurken, Getreide, Linsen und Zwiebeln!“ Er sagte: „Wollt ihr das, was besser ist, eintauschen gegen das, was geringer (an Wert) ist? Zieht hinab zu (irgendeinem) Ort! Dann werdet ihr bekommen, was ihr verlangt habt.“ Und es wurde ihnen Erniedrigung und Elend auferlegt, und sie zogen sich den Zorn von Allah zu. Dies, weil sie stets die Zeichen Allahs zu verleugnen pflegten und die Propheten zu Unrecht töteten; dies, weil sie sich widersetzten und stets übertraten.",""
69,2,62,"Wahrlich, diejenigen, die glauben, und diejenigen, die dem Judentum angehören, und die Christen und die Sabier – wer immer an Allah und den Jüngsten Tag glaubt und rechtschaffen handelt -, so haben sie ihren Lohn bei ihrem Herrn, und keine Furcht soll sie überkommen, noch werden sie traurig sein.",""
70,2,63,"Und (gedenkt,) als Wir mit euch ein Abkommen trafen und den Berg über euch emporhoben (und zu euch sagten): „Nehmt, was Wir euch zukommen ließen mit aller Kraft, und gedenkt dessen, was darin steht, auf dass ihr gottesfürchtig werden möget!“",""
71,2,64,"Hierauf seid ihr nach alledem abgekehrt. Und wenn nicht Allahs Huld gegen euch und Seine Barmherzigkeit gewesen wären, würdet ihr gewiss zu den Verlierern gehören.",""
72,2,65,"Und ihr kennt ja diejenigen von euch, die am Sabbat übertreten haben. Da sagten Wir zu ihnen: „Werdet (in Erniedrigung) verstoßene Affen!“",""
73,2,66,"So machten Wir sie (also diese Ortschaft) zu einem warnenden Beispiel für ihre Zeitgenossen und ihre Nachfolger, und zu einer Ermahnung für die (Allah-)Fürchtenden.",""
74,2,67,"Und als Musa zu seinem Volk sagte: „Wahrlich, Allah befiehlt euch, dass ihr eine Kuh schlachten sollt!“ Sie sagten: „Machst du dich über uns lustig?“ Er sagte: „Ich nehme Zuflucht bei Allah (davor), dass ich zu den Unwissenden gehöre!“",""
75,2,68,"Sie sagten: „Bitte für uns deinen Herrn, uns deutlich zu machen, wie sie sein soll!“ Er sagte: „Er (also Allah) sagt, es soll eine Kuh sein, die weder zu alt noch zu jung zum Kalben ist, sondern dazwischen, in mittlerem Alter. Nun tut, was euch befohlen wird!“",""
76,2,69,"Sie sagten: „Bitte für uns deinen Herrn, uns deutlich zu machen, welche Farbe sie haben soll!“ Er sagte: „Er (also Allah) sagt: ‚Es soll eine gelbe Kuh sein, deren Farbe intensiv ist, (und) die die Betrachter erfreut.‘“",""
77,2,70,"Sie sagten: „Bitte für uns deinen Herrn, uns deutlich zu machen, wie sie sein soll! Die Kühe erscheinen uns (alle) ähnlich. Und wir werden gewiss, so Allah will, ja zu den Rechtgeleiteten gehören.“",""
78,2,71,"Er sagte: „Er (also Allah) sagt: ‚Es soll eine Kuh sein, die weder fügsam gemacht wurde durch Pflügen der Erde noch durch Bewässern des Saatfelds, (sie ist) fehlerfrei und ohne Farbmischung!‘“ Sie sagten: „Jetzt bist du mit der Wahrheit gekommen.“ So schlachteten sie sie, doch beinahe hätten sie es nicht getan.",""
79,2,72,"Und (gedenkt,) als ihr jemanden getötet hattet und ihr (alle) die Schuld daran von euch wiest. Und Allah bringt (ja) heraus, was ihr zu verbergen pflegtet.",""
80,2,73,"Da sagten Wir: „Schlagt ihn mit einem Stück von ihr (also von der geschlachteten Kuh)!“ Auf diese Weise macht Allah die Toten wieder lebendig und zeigt euch Seine Zeichen, auf dass ihr begreifen möget.",""
81,2,74,"Danach verhärteten sich dann (nach alledem) eure Herzen, so dass sie wie Steine waren oder noch härter. Und unter den Steinen gibt es fürwahr manche, aus denen Flüsse entspringen, und andere, die sich spalten, sodass Wasser aus ihnen herausfließt, und es gibt wiederum welche, die herabstürzen aus Furcht vor Allah. Und Allah ist nicht unachtsam dessen, was ihr tut.",""
82,2,75,"Begehrt ihr (Muslime) denn etwa, dass sie (also die Juden) euch glauben, wo doch eine Gruppe von ihnen das Wort Allahs gehört und es dann, nachdem sie es begriffen hatten, wissentlich verfälscht haben?",""
83,2,76,"Und wenn sie diejenigen antreffen, die glauben, sagen sie: „Wir glauben.“ Wenn sie aber untereinander allein sind, sagen sie: „Wollt ihr ihnen denn erzählen, was Allah euch (Juden) enthüllt hat, damit sie es vor eurem Herrn als Beweis vorlegen? Begreift ihr denn nicht?“",""
84,2,77,"Wissen sie denn nicht, dass Allah weiß, was sie geheimhalten und was sie offenlegen?",""
85,2,78,"Und unter ihnen gibt es auch Schriftunkundige, die die Schrift nicht kennen, sondern nur Wunschvorstellungen hegen, und die ja nur Mutmaßungen anstellen.",""
86,2,79,"So wehe denjenigen, die die Schrift mit ihren (eigenen) Händen schreiben und dann sagen: „Das ist von Allah“, um sie für einen geringen Preis zu verkaufen! So wehe ihnen wegen dessen, was ihre Hände geschrieben haben, und wehe ihnen wegen dessen, was sie (an Verdienst) erlangen.",""
87,2,80,"Und sie sagen: „Das (Höllen)feuer wird uns sicher nur für eine (geringe) Anzahl von Tagen berühren.“ Sag: „Habt ihr mit Allah einen Bund geschlossen? Denn dann wird Allah Seinen Bund nicht brechen. Oder wollt ihr über Allah etwas sagen, was ihr nicht wisst?“",""
88,2,81,"Aber nein! Wer eine schlechte Tat erworben hat, und wen seine Verfehlung umfangen hält, so sind diese die Insassen des (Höllen)feuers. Sie werden ewig darin verweilen.",""
89,2,82,"Und diejenigen, die glauben und rechtschaffene Werke tun, diese sind die Insassen des (Paradies)gartens. Sie werden ewig darin verweilen.",""
90,2,83,"Und (gedenkt,) als Wir mit den Kindern Israils ein Abkommen trafen: „Dient keinem außer Allah! Und zu den Eltern sollt ihr gütig sein und zu den Verwandten, den Waisen und den Armen! Und sprecht Gutes zu den Menschen, verrichtet das Gebet und entrichtet die Pflichtabgabe.“ Hierauf kehrtet ihr euch - bis auf wenige von euch - ab, indem ihr euch abgewendet habt.",""
91,2,84,"Und (gedenkt,) als Wir mit euch ein Abkommen trafen: „Vergießt nicht (gegenseitig) euer Blut und vertreibt nicht einander aus euren Wohnstätten!“ Da habt ihr euch dazu bekannt, indem ihr (dies) bezeugtet.",""
92,2,85,"Dennoch seid (gerade) ihr es, (da) ihr einander tötet und eine Gruppe von euch aus ihren Wohnstätten vertreibt, indem ihr einander in Sünde und feindseligem Vorgehen gegen sie beisteht. Und wenn sie als Gefangene zu euch kommen, kauft ihr sie los, wo euch doch ihre Vertreibung verboten worden ist. Glaubt ihr denn an einen Teil der Schrift und verleugnet einen anderen (Teil)? Die Vergeltung für diejenigen unter euch, die dies tun, ist nichts als Schande im diesseitigen Leben. Und am Tag der Auferstehung werden sie der härtesten Strafe zugeführt werden. Und Allah ist nicht unachtsam dessen, was ihr tut.",""
93,2,86,"Jene sind es, die das diesseitige Leben für das Jenseits erkauft haben. So wird ihnen ihre Strafe nicht erleichtert, und sie werden (auch) nicht unterstützt.",""
94,2,87,"Und Wir haben bereits Musa die Schrift gegeben und ließen nach ihm die Gesandten folgen. Und Wir haben 'Isa, dem Sohn Maryams, die klaren Beweise gegeben und stärkten ihn mit dem Heiligen Geist. War es nicht (so), dass jedes Mal, wenn euch (Juden) ein Gesandter etwas überbrachte, was euren Neigungen nicht entsprach, ihr euch hochmütig verhieltet, indem ihr eine Gruppe (der Gesandten) der Lüge bezichtigtet und eine (andere) Gruppe tötetet?",""
95,2,88,"Und sie sagen: „Unsere Herzen sind verhüllt.“ Nein! Vielmehr hat Allah sie für ihren Unglauben verflucht, so glauben sie (nur) wenig!",""
96,2,89,"Und als ein Buch von Allah zu ihnen kam, das bestätigend, was ihnen bereits vorlag – und zuvor hatten sie um einen entscheidenden Sieg über diejenigen, die ungläubig waren, flehend gebeten –, als nun das zu ihnen kam, was sie kannten, verleugneten sie es. So sei Allahs Fluch über die Ungläubigen!",""
97,2,90,"Wie schlimm ist das, wofür sie ihre Seelen verkauft haben: dass sie das verleugnen, was Allah hinabgesandt hat, aus Missgunst (darüber), dass Allah etwas von Seiner Huld offenbart, wem von Seinen Dienern Er will! So haben sie sich Zorn über Zorn zugezogen. Und den Ungläubigen steht schmachvolle Strafe zu.",""
98,2,91,"Und wenn zu ihnen gesagt wird: „Glaubt an das, was Allah (als Offenbarung) hinabgesandt hat“, sagen sie: „Wir glauben an das, was (bereits zuvor) zu uns hinabgesandt worden ist“, verleugnen aber das, was nach diesem (offenbart) wurde, wo es doch die Wahrheit ist, das bestätigend, was ihnen (bereits) vorliegt. Sag: „Warum habt ihr denn zuvor Allahs Propheten getötet, wenn ihr gläubig seid?“",""
99,2,92,"Und Musa war doch zu euch gekommen mit den klaren Beweisen. Aber dann nahmt ihr das Kalb an nach ihm, und habt so Unrecht getan.",""
100,2,93,"Und (gedenkt,) als Wir mit euch ein Abkommen trafen und den Berg über euch emporhoben (und zu euch sagten): „Haltet fest an dem, was Wir euch gegeben haben und hört.“ Sie sagten: „Wir hören, doch widersetzen wir uns.“ Und in ihre Herzen drang durch ihren Unglauben (die Liebe der Anbetung) des Kalbes ein. Sag: „Wie schlimm ist das, was euch euer Glaube gebietet, wenn ihr gläubig seid!“",""
101,2,94,"Sag: „Wenn die jenseitige Wohnstätte bei Allah ausschließlich euch (Juden) vorbehalten ist unter Ausschluss der (anderen) Menschen, dann wünscht (euch) den Tod, wenn ihr wahrhaftig seid!“",""
102,2,95,"Aber sie werden ihn sich niemals wünschen wegen dessen, was ihre Hände (an Taten) vorausgeschickt haben. Und Allah weiß über die Ungerechten Bescheid.",""
103,2,96,"Und du wirst ganz gewiss sie als die um das Leben besorgtesten Menschen (vor)finden, sogar mehr (noch) als diejenigen, die (Allah etwas) beigesellen. Ein jeder von ihnen möchte gern tausend Jahre am Leben bleiben, aber selbst dass er (lange) am Leben bliebe, würde ihn das nicht der Strafe entrücken. Und Allah ist sehend dessen, was sie tun.",""
104,2,97,"Sag: „Wer (auch immer) ein Feind von Jibril ist, so hat er ihn (also den Quran) fürwahr mit Allahs Erlaubnis auf dein Herz herabkommen lassen, das bestätigend, was vor ihm (offenbart) war, und als Rechtleitung und frohe Botschaft für die Gläubigen.“",""
105,2,98,"Wer ein Feind von Allah, Seinen Engeln, Seinen Gesandten und Jibril und Mikal ist, so ist Allah gewiss ein Feind der Ungläubigen.",""
106,2,99,"Und Wir haben bereits zu dir klare Zeichen hinabgesandt. Doch nur die Frevler verleugnen sie.",""
107,2,100,"Will ein Teil von ihnen denn jedes Mal, wenn sie eine Verpflichtung eingehen, ihn (also den Glauben) verwerfen? Vielmehr glauben die meisten von ihnen nicht.",""
108,2,101,"Und als (nun) zu ihnen ein Gesandter von Allah kam, das bestätigend, was ihnen (an Offenbarungen) bereits vorlag, hat eine Gruppe von denjenigen, denen die Schrift gegeben wurde, das Buch Allahs hinter ihren Rücken geworfen, als ob sie nicht Bescheid wüssten.",""
109,2,102,"Und sie folgten dem, was die Satane unter der Herrschaft Sulaymans (den Menschen) verlasen. Und nicht Sulayman war ungläubig, sondern die Satane waren ungläubig, indem sie die Menschen die Zauberei lehrten und das, was auf die beiden Engel in Babil, Harut und Marut, hinabgesandt worden war. Und sie beide lehrten niemanden (in der Zauberei), ohne zu sagen: „Wir sind nur eine Versuchung; so werde nicht ungläubig!“ So lernten sie von den beiden das, womit sie zwischen dem Mann und seiner Ehegattin spalten. Doch können sie damit niemandem schaden, außer mit Allahs Erlaubnis. Und sie erlernten, was ihnen schadet und nicht nützt. Und sie wussten doch, dass derjenige, der es erkaufte, am Jenseits ja keinen Anteil hätte. Und fürwahr, wie schlimm ist das, wofür sie ihre Seelen verkauft haben, wenn sie (es) nur wüssten!",""
110,2,103,"Und wenn sie geglaubt hätten und gottesfürchtig gewesen wären, wäre eine Belohnung von Allah (dafür) doch besser (als das, was sie erkauft haben), wenn sie (es) nur wüssten.",""
111,2,104,"O die ihr glaubt, sagt nicht (zum Propheten): „Ra'ina"" („gehe fürsorglich mit uns um“), sondern sagt: „Unzurna"" („schaue auf uns“). Und hört (darauf)! Und den Ungläubigen steht eine schmerzhafte Strafe zu.",""
112,2,105,"Weder möchten diejenigen unter den Leuten der Schrift, die ungläubig sind, noch die Götzendiener, dass auf euch etwas Gutes von eurem Herrn hinabgesandt wird. Aber Allah zeichnet mit Seiner Barmherzigkeit aus, wen Er will. Und Allah besitzt große Huld.",""
113,2,106,"Was Wir an Versen aufheben oder in Vergessenheit geraten lassen - Wir bringen einen besseren oder gleichwertigen (Vers) dafür. Weißt du denn nicht, dass Allah zu allem die Macht hat?",""
114,2,107,"Weißt du denn nicht, dass Allah es ist, Dem die Herrschaft über die Himmel und die Erde gehört, und dass ihr außer Allah weder (einen) Schutzherrn noch Helfer habt?",""
115,2,108,"Oder wollt ihr euren Gesandten bitten, so wie zuvor schon Musa gebeten worden war. Und wer den Glauben gegen den Unglauben eintauscht, der ist gewiss vom rechten Weg abgeirrt.",""
116,2,109,"Viele unter den Leuten der Schrift möchten euch gerne, nachdem ihr den Glauben (angenommen) habt, wieder zu Ungläubigen machen, aus Missgunst von sich selbst aus, nachdem ihnen die Wahrheit deutlich wurde. So verzeiht (so lange) und seid nachsichtig, bis Allah mit Seiner Anordnung kommt! Wahrlich, Allah hat zu allem die Macht.",""
117,2,110,"Und verrichtet das Gebet und entrichtet die Pflichtabgabe. Und was ihr für euch selbst an Gutem vorausschickt, werdet ihr bei Allah finden. Wahrlich, Allah sieht wohl, was ihr tut.",""
118,2,111,"Und sie sagen: „Niemand wird in den (Paradies)garten eingehen außer, wer Jude(n) oder Christen sind.“ Dies sind ihre Wünsche. Sag: „Bringt euren Beweis vor, wenn ihr wahrheitssprechend seid!“",""
119,2,112,"Aber nein! Wer sich Allah völlig hingibt und dabei ein Gutes Tuender ist, der hat seinen Lohn bei seinem Herrn. Und sie soll keine Furcht überkommen, noch sollen sie traurig sein.",""
120,2,113,"Und die Juden sagen: „Die Christen befinden sich auf nichts“, und die Christen sagen: „Die Juden befinden sich auf nichts“, obwohl sie doch (alle) die Schrift (ver)lesen. Gleiche Worte sprachen bereits diejenigen, die nicht Bescheid wissen. Sodann wird Allah zwischen ihnen am Tag der Auferstehung über das richten, worüber sie uneinig waren.",""
